LAUNCHED,YPR1,YPR2,YPR3,VOLTAGE
29928,-3.13,0.01,-0.75,5.00
29968,-3.13,-0.02,-0.77,5.00
30012,-3.10,0.04,-0.77,5.00
30053,-3.11,0.03,-0.76,5.00
30093,-3.08,0.04,-0.75,3.88
30134,-3.07,0.03,-0.78,3.94
30177,-3.03,0.02,-0.81,4.23
30217,-3.02,0.04,-0.78,4.15
30258,-3.09,0.01,-0.76,4.04
30299,-3.13,-0.01,-0.77,4.81
30340,3.14,0.02,-0.77,4.93
30381,3.12,0.03,-0.76,5.00
30421,3.14,0.06,-0.77,5.00
30462,3.06,0.01,-0.78,5.00
30503,3.13,0.04,-0.78,5.00
30544,3.13,0.05,-0.77,5.00
30585,3.10,-0.05,-0.86,5.00
30627,3.05,-0.01,-0.72,5.00
30668,3.05,0.01,-0.76,5.00
30709,3.07,0.03,-0.76,5.00
30752,3.08,0.02,-0.76,5.00
30793,-3.12,0.04,-0.79,5.00
30834,-3.12,0.02,-0.76,5.00
30877,-3.14,0.02,-0.78,5.00
30917,-3.04,0.05,-0.82,5.00
30958,-3.06,0.06,-0.77,5.00
30998,3.12,0.01,-0.77,5.00
31039,3.08,0.02,-0.75,5.00
31080,3.07,0.03,-0.76,5.00
31121,3.03,0.03,-0.77,5.00
31162,3.08,0.04,-0.78,5.00
31203,3.07,0.04,-0.76,5.00
31246,3.07,0.02,-0.78,5.00
31287,3.06,-0.02,-0.75,5.00
31328,3.09,0.01,-0.77,5.00
31369,3.12,0.02,-0.78,5.00
31409,3.12,0.02,-0.77,5.00
31450,3.11,0.03,-0.76,5.00
31494,3.10,0.03,-0.77,5.00
31537,3.09,0.03,-0.77,5.00
31578,3.09,0.03,-0.77,5.00
31619,3.10,0.02,-0.77,5.00
31660,3.10,0.02,-0.77,5.00
31701,3.10,0.02,-0.77,5.00
31742,3.09,0.02,-0.77,5.00
31785,3.10,0.03,-0.77,5.00
31826,3.10,0.02,-0.76,5.00
31867,3.12,0.03,-0.76,5.00
31908,3.11,0.03,-0.77,5.00
31949,3.12,0.05,-0.78,5.00
31990,3.11,0.05,-0.77,5.00
32031,3.13,0.06,-0.78,5.00
32072,3.11,-0.01,-0.82,5.00
32115,2.94,-0.08,-0.77,5.00
32156,2.76,-0.17,-0.71,5.00
32196,2.66,-0.26,-0.70,5.00
32241,2.61,-0.25,-0.67,5.00
32282,2.48,-0.20,-0.61,5.00
32324,2.39,-0.21,-0.59,5.00
32366,2.37,-0.25,-0.60,5.00
32407,2.39,-0.20,-0.61,4.85
32448,2.42,-0.19,-0.63,5.00
32489,2.41,-0.23,-0.62,5.00
32530,2.38,-0.25,-0.60,5.00
32571,2.43,-0.21,-0.61,4.96
32614,2.47,-0.24,-0.62,5.00
32655,2.73,-0.06,-0.65,4.68
32697,2.88,-0.09,-0.73,5.00
32738,3.05,-0.06,-0.72,5.00
32779,-3.03,0.00,-0.74,5.00
32820,-2.85,0.07,-0.76,5.00
32863,-2.82,0.01,-0.76,5.00
32904,-2.70,0.00,-0.78,5.00
32949,-2.61,0.06,-0.75,5.00
32990,-2.64,0.04,-0.77,5.00
33033,-2.66,0.03,-0.77,5.00
33074,-2.82,-0.06,-0.74,5.00
33116,-2.89,-0.08,-0.75,5.00
33157,-2.91,-0.08,-0.75,5.00
33198,-2.94,-0.08,-0.76,5.00
33240,-2.90,-0.04,-0.75,3.67
33283,-2.93,-0.06,-0.79,3.80
33324,-2.84,-0.04,-0.78,3.51
33365,-2.83,-0.05,-0.76,3.57
33407,-2.85,-0.06,-0.76,3.60
33448,-2.83,-0.02,-0.77,3.60
33489,-2.85,-0.01,-0.77,4.18
33531,-2.90,-0.03,-0.78,3.99
33574,-2.88,-0.02,-0.78,3.55
33615,-2.88,0.03,-0.79,3.51
33657,-2.91,0.07,-0.78,4.67
33701,-3.13,0.00,-0.74,5.00
33744,2.94,-0.05,-0.70,5.00
33786,2.80,-0.08,-0.74,5.00
33827,2.74,-0.07,-0.72,5.00
33868,2.72,-0.08,-0.71,5.00
33910,2.67,-0.15,-0.71,5.00
33953,2.63,-0.09,-0.65,5.00
33994,2.58,-0.19,-0.74,5.00
34036,2.53,-0.16,-0.67,5.00
34077,2.59,-0.07,-0.66,5.00
34119,2.55,-0.16,-0.67,5.00
34162,2.58,-0.10,-0.67,5.00
34204,2.80,-0.10,-0.69,5.00
34244,2.62,-0.15,-0.68,5.00
34286,2.61,-0.15,-0.68,5.00
34327,2.71,-0.09,-0.72,5.00
34369,2.75,-0.11,-0.73,5.00
34415,2.75,-0.10,-0.72,5.00
34457,2.74,-0.10,-0.73,5.00
34496,2.72,-0.11,-0.72,5.00
34536,2.68,-0.12,-0.70,5.00
34575,2.68,-0.12,-0.71,5.00
34617,2.74,-0.10,-0.74,5.00
34660,2.83,-0.11,-0.75,5.00
34701,2.96,-0.08,-0.75,5.00
34741,3.07,-0.07,-0.78,5.00
34781,3.11,-0.12,-0.82,5.00
34820,-3.09,-0.08,-0.80,5.00
34860,-3.08,-0.10,-0.80,5.00
34899,-3.12,-0.14,-0.79,5.00
34939,3.11,-0.13,-0.78,5.00
34978,3.04,-0.15,-0.74,5.00
35018,3.02,-0.10,-0.78,5.00
35058,2.98,-0.06,-0.77,5.00
35096,2.95,0.01,-0.82,5.00
35139,2.87,-0.03,-0.75,5.00
35178,2.89,-0.06,-0.78,5.00
35218,2.96,-0.07,-0.77,5.00
35258,3.03,-0.06,-0.78,5.00
35297,3.03,-0.08,-0.78,5.00
35337,3.05,-0.05,-0.78,4.68
35377,3.06,-0.04,-0.79,5.00
35416,3.02,-0.06,-0.78,5.00
35456,3.01,-0.07,-0.77,4.94
35494,3.03,-0.04,-0.78,5.00
35534,3.04,-0.05,-0.78,5.00
35573,3.04,-0.06,-0.77,5.00
35613,3.05,-0.07,-0.77,5.00
35652,3.07,-0.06,-0.76,4.66
35691,3.12,-0.01,-0.77,4.56
35731,-3.12,0.03,-0.78,5.00
35771,3.12,0.03,-0.82,5.00
35810,3.04,0.00,-0.69,5.00
35853,2.97,-0.00,-0.68,5.00
35893,2.76,0.10,-0.66,5.00
35932,2.70,0.21,-0.64,5.00
35972,2.59,0.20,-0.69,5.00
36012,2.60,0.12,-0.62,5.00
36052,2.74,0.14,-0.65,5.00
36091,2.83,0.15,-0.68,5.00
36131,2.85,0.13,-0.68,5.00
36171,2.88,0.16,-0.69,5.00
36211,2.94,0.22,-0.72,5.00
36249,2.95,0.19,-0.73,5.00
36289,2.88,0.15,-0.74,5.00
36329,2.87,0.16,-0.71,5.00
36369,2.86,0.04,-0.70,5.00
36409,2.87,-0.05,-0.70,5.00
36448,2.97,-0.11,-0.68,4.41
36488,3.11,-0.10,-0.77,4.81
36528,3.14,-0.08,-0.81,4.88
36571,3.12,-0.10,-0.79,5.00
36611,3.05,-0.19,-0.76,4.36
36651,3.06,-0.18,-0.77,5.00
36690,3.04,-0.23,-0.79,4.35
36730,3.01,-0.25,-0.76,4.99
36770,3.05,-0.26,-0.78,4.73
36810,3.10,-0.30,-0.79,4.67
36850,-3.06,-0.24,-0.79,4.82
36889,-3.09,-0.25,-0.82,5.00
36929,-3.10,-0.23,-0.78,5.00
36969,3.11,-0.27,-0.74,5.00
37009,3.07,-0.27,-0.76,5.00
37049,2.99,-0.33,-0.81,5.00
37089,3.03,-0.25,-0.80,5.00
37129,3.02,-0.23,-0.76,5.00
37169,2.96,-0.27,-0.75,5.00
37209,2.98,-0.30,-0.78,5.00
37251,3.07,-0.25,-0.80,5.00
37291,3.05,-0.28,-0.78,5.00
37331,3.07,-0.27,-0.79,4.98
37371,3.07,-0.24,-0.80,4.92
37412,3.03,-0.28,-0.77,5.00
37452,3.06,-0.25,-0.77,4.58
37492,-3.14,-0.14,-0.81,4.35
37532,3.06,-0.19,-0.79,5.00
37571,3.13,-0.10,-0.77,5.00
37611,3.12,-0.12,-0.79,5.00
37651,3.10,-0.10,-0.81,4.30
37691,-3.13,-0.02,-0.78,5.00
37731,3.12,-0.04,-0.79,5.00
37771,3.06,-0.10,-0.78,5.00
37812,-3.09,-0.06,-0.79,5.00
37852,-3.10,-0.00,-0.78,5.00
37892,-3.04,0.06,-0.79,5.00
37934,-3.05,0.04,-0.77,5.00
37977,-3.08,0.03,-0.77,5.00
38017,3.13,0.02,-0.74,5.00
38057,-3.12,0.06,-0.80,5.00
38098,3.12,0.05,-0.76,5.00
38138,3.07,-0.00,-0.77,5.00
38178,-3.00,0.10,-0.88,5.00
38219,3.07,0.00,-0.74,5.00
38259,-3.13,0.01,-0.78,5.00
38298,-3.03,0.11,-0.75,5.00
38339,3.05,-0.04,-0.77,5.00
38379,-3.11,-0.00,-0.80,5.00
38419,3.12,0.01,-0.72,5.00
38460,-3.07,0.03,-0.81,5.00
38500,-3.08,0.06,-0.79,5.00
38540,-3.06,0.05,-0.75,5.00
38581,3.11,0.00,-0.75,5.00
38623,3.10,-0.02,-0.75,5.00
38663,3.09,-0.01,-0.75,5.00
38706,-3.13,0.02,-0.81,5.00
38747,-3.11,0.04,-0.81,5.00
38787,-3.10,0.05,-0.77,5.00
38828,3.06,0.00,-0.77,5.00
38868,3.06,0.02,-0.77,5.00
38909,2.95,-0.03,-0.75,5.00
38949,2.96,-0.10,-0.80,5.00
38989,2.96,-0.13,-0.79,5.00
39030,3.05,-0.03,-0.74,5.00
39070,3.02,-0.05,-0.77,5.00
39113,2.98,-0.06,-0.78,5.00
39153,2.89,-0.15,-0.77,5.00
39193,2.93,-0.16,-0.78,5.00
39233,2.93,-0.21,-0.75,4.42
39274,3.08,-0.08,-0.78,5.00
39314,-3.10,-0.00,-0.81,5.00
39355,3.14,0.01,-0.83,5.00
39399,2.95,-0.06,-0.76,5.00
39439,2.98,-0.06,-0.77,5.00
39482,2.92,-0.08,-0.75,4.87
39522,2.95,-0.06,-0.78,5.00
39563,2.95,-0.08,-0.78,5.00
39604,2.96,-0.08,-0.77,5.00
39644,2.96,-0.06,-0.78,5.00
39685,2.94,-0.09,-0.77,4.84
39726,2.97,-0.07,-0.77,5.00
39766,2.96,-0.07,-0.77,5.00
39807,2.94,-0.10,-0.77,4.80
39848,2.95,-0.08,-0.78,4.91
39889,2.94,-0.08,-0.77,5.00
39929,2.98,-0.08,-0.77,5.00
39972,2.90,-0.10,-0.76,4.78
40013,2.94,-0.05,-0.78,4.69
40053,2.96,-0.05,-0.79,5.00
40094,2.95,-0.10,-0.76,5.00
40138,2.94,-0.09,-0.76,4.78
40179,2.95,-0.04,-0.78,4.85
40222,2.91,-0.08,-0.77,5.00
40263,2.92,-0.08,-0.76,5.00
40302,2.92,-0.06,-0.78,5.00
40343,2.82,-0.08,-0.74,5.00
40384,2.89,-0.06,-0.78,5.00
40425,2.92,-0.10,-0.76,5.00
40466,2.94,-0.11,-0.76,4.87
40507,2.93,-0.09,-0.77,4.85
40548,2.97,-0.05,-0.79,4.81
40591,2.93,-0.08,-0.77,5.00
40632,2.92,-0.10,-0.76,5.00
40673,2.91,-0.07,-0.77,4.78
40714,2.91,-0.07,-0.77,4.76
40755,3.14,0.00,0.00,5.00
40796,3.14,-0.00,-0.00,5.00
40837,-3.14,-0.01,-0.00,5.00
40883,3.14,-0.00,0.00,5.00
40924,3.14,0.02,0.00,5.00
40965,3.14,-0.01,0.00,5.00
41007,-3.14,-0.01,0.00,5.00
41048,3.14,0.00,0.00,5.00
41090,3.14,0.02,-0.01,5.00
41132,-3.14,-0.02,-0.01,5.00
41173,-3.14,-0.00,0.00,5.00
41214,3.14,0.01,-0.01,5.00
41255,3.14,0.02,-0.01,5.00
41297,-3.14,-0.01,0.01,5.00
41340,-3.14,-0.02,0.01,5.00
41381,3.14,0.01,-0.01,5.00
41422,3.14,0.02,-0.02,5.00
41464,-3.14,-0.00,-0.00,5.00
41505,-3.14,-0.01,0.01,5.00
41546,3.14,0.01,0.00,5.00
41589,-3.14,-0.01,-0.01,5.00
41634,-3.14,-0.00,0.00,5.00
41675,-3.14,0.01,0.00,5.00
41717,-3.14,-0.01,0.00,5.00
41760,-3.14,-0.03,0.01,5.00
41801,-3.14,-0.04,0.01,5.00
41843,-3.14,-0.02,0.01,5.00
41884,-3.14,-0.01,0.01,5.00
41925,-3.14,-0.00,0.01,5.00
41966,-3.14,0.01,0.00,3.90
42009,-3.14,0.01,0.01,3.51
42050,-3.14,-0.00,0.01,3.59
42092,-3.14,-0.00,0.00,3.59
42133,3.14,0.01,0.00,3.59
42175,3.14,0.01,-0.00,5.00
42218,3.14,0.02,-0.01,5.00
42260,3.14,0.04,-0.01,5.00
42301,3.14,0.04,-0.01,5.00
42343,3.14,0.03,-0.01,5.00
42388,3.14,0.10,-0.00,5.00
42431,3.14,0.07,0.00,5.00
42473,3.14,0.09,0.01,5.00
42514,3.14,0.04,0.07,5.00
42557,3.14,0.03,0.07,5.00
42599,-3.14,0.07,0.10,4.95
42641,-3.14,0.02,0.10,5.00
42683,-3.14,-0.00,0.06,5.00
42724,-3.14,-0.02,0.04,5.00
42768,-3.14,-0.01,0.02,5.00
42809,-3.14,-0.01,0.01,5.00
42851,-3.14,0.00,0.00,5.00
42893,3.14,0.00,0.00,5.00
42934,-3.14,0.00,0.00,5.00
42978,-3.14,0.00,-0.00,5.00
43020,3.14,-0.01,-0.01,5.00
43062,3.14,-0.01,-0.02,5.00
43103,3.14,0.01,-0.03,5.00
43150,3.14,-0.00,-0.04,5.00
43192,-3.14,-0.00,-0.04,5.00
43234,-3.14,-0.00,-0.03,5.00
43277,-3.14,-0.01,-0.02,5.00
43319,-3.14,-0.01,-0.01,5.00
43361,-3.14,-0.01,-0.01,5.00
43403,-3.14,0.00,-0.00,5.00
43447,3.14,0.01,0.00,5.00
43489,3.14,0.01,-0.00,5.00
43531,-3.14,0.01,0.00,5.00
43572,3.14,-0.00,-0.00,5.00
43614,3.14,-0.00,0.00,5.00
43658,3.14,0.00,0.00,5.00
43700,-3.14,0.00,-0.00,5.00
43742,3.14,-0.00,0.00,5.00
43784,3.14,-0.01,-0.00,5.00
43828,-3.14,0.00,0.00,5.00
43870,-3.14,0.01,0.00,5.00
43915,3.14,-0.00,-0.00,5.00
43959,3.14,0.00,0.00,5.00
44001,-3.14,0.01,0.00,5.00
44043,3.14,0.00,0.00,5.00
44087,3.14,-0.01,-0.00,5.00
44129,-3.14,0.01,0.01,5.00
44171,-3.14,-0.00,0.00,5.00
44213,3.14,-0.00,0.00,5.00
44257,-3.14,0.00,0.00,5.00
44300,-3.14,0.01,0.01,5.00
44342,3.14,-0.01,-0.00,5.00
44386,3.14,-0.00,0.00,5.00
44428,-3.14,0.01,0.00,5.00
44470,3.14,0.00,0.00,5.00
44512,-3.14,0.00,0.00,5.00
44556,-3.14,0.00,0.00,5.00
44599,-3.14,0.00,0.00,5.00
44641,3.14,-0.00,0.00,5.00
44688,-3.14,0.00,0.00,5.00
44727,-3.14,0.01,0.00,5.00
44767,3.14,-0.01,-0.00,5.00
44806,-3.14,0.00,-0.00,5.00
44848,-3.14,0.00,0.00,5.00
44891,3.14,-0.01,-0.00,4.31
44932,-3.14,0.00,0.00,5.00
44972,-3.14,0.00,0.00,5.00
45011,3.14,-0.01,-0.00,4.58
45051,-3.14,0.00,0.00,5.00
45090,-3.14,0.00,0.00,5.00
45128,3.14,-0.01,-0.00,4.84
45167,-3.14,0.00,0.00,5.00
45206,-3.14,0.00,0.00,5.00
45246,3.14,-0.01,-0.00,4.95
45286,-3.14,0.00,0.00,5.00
45325,-3.14,0.00,0.00,5.00
45365,3.14,-0.01,-0.00,4.92
45407,-3.14,0.00,0.00,5.00
45447,-3.14,0.00,0.00,5.00
45486,3.14,-0.01,-0.00,5.00
45526,-3.14,0.00,0.00,5.00
45566,-3.14,0.00,0.00,5.00
45606,3.14,-0.01,-0.00,4.75
45645,-3.14,0.00,0.00,5.00
45685,-3.14,0.00,0.00,5.00
45725,-3.14,-0.01,-0.00,5.00
45763,-3.14,-0.01,0.00,3.52
45803,-3.13,-0.01,0.00,3.58
45843,-3.13,-0.01,0.00,3.59
45883,-3.14,-0.01,0.00,3.57
45922,-3.13,-0.01,0.00,3.59
45962,-3.13,-0.01,0.00,3.59
46002,-3.12,-0.01,0.00,3.59
46042,-3.12,-0.01,0.00,3.59
46081,-3.12,-0.01,0.00,3.59
46124,-3.10,-0.01,-0.00,3.60
46164,-3.11,-0.00,-0.00,3.59
46203,-3.06,0.00,-0.00,3.60
46243,-2.67,-0.00,-0.00,3.59
46283,-0.09,0.00,-0.00,3.59
46323,-0.05,0.00,0.00,5.00
46362,-0.01,0.00,0.00,5.00
46402,-0.02,-0.00,-0.00,5.00
46441,-0.01,-0.00,-0.00,5.00
46481,0.00,-0.00,-0.00,5.00
46521,-0.00,-0.00,0.00,4.63
46561,0.01,-0.00,0.00,4.25
46601,-0.02,-0.00,0.00,3.49
46641,-0.01,0.00,-0.00,3.58
46681,0.02,0.00,0.00,3.59
46720,0.00,0.00,0.00,3.60
46760,-0.01,-0.00,0.00,3.59
46800,0.00,-0.00,-0.00,3.59
46838,0.00,-0.00,0.00,3.59
46878,-0.02,-0.00,0.00,3.59
46915,-0.00,-0.00,-0.00,4.60
46955,0.00,0.00,0.00,3.53
46995,-0.01,-0.00,-0.00,3.60
47035,-0.01,-0.00,-0.00,3.60
47075,-0.01,-0.00,0.00,3.59
47115,0.02,0.00,0.00,3.58
47155,-0.00,0.00,0.00,3.84
47195,-0.01,-0.00,-0.00,3.79
47235,0.01,0.00,0.00,3.49
47275,0.00,0.00,0.00,3.59
47315,-0.01,-0.00,0.00,3.57
47355,0.01,-0.00,0.00,3.48
47395,0.00,0.00,0.00,3.43
47435,-0.01,-0.00,0.00,3.60
47475,0.01,-0.00,0.00,3.60
47514,-0.00,0.00,-0.00,3.59
47551,0.00,-0.00,-0.00,3.57
47591,0.01,-0.00,0.00,3.59
47631,0.01,0.00,0.00,3.59
47671,0.01,-0.00,0.00,3.58
47711,0.03,-0.00,0.00,3.59
47751,0.14,-0.00,0.00,3.58
47791,2.87,-0.00,0.00,5.00
47831,3.06,-0.00,0.00,5.00
47871,3.09,-0.01,0.00,5.00
47912,3.11,-0.01,-0.00,5.00
47952,3.12,-0.00,-0.00,5.00
47992,3.12,-0.00,-0.00,5.00
48032,3.13,-0.00,-0.00,5.00
48072,3.13,0.00,-0.00,4.74
48111,3.13,0.00,-0.00,5.00
48152,3.13,0.01,-0.00,5.00
48192,3.13,0.00,-0.00,5.00
48232,3.13,0.00,-0.00,5.00
48275,3.14,0.00,-0.00,5.00
48315,3.14,0.00,-0.00,5.00
48357,3.14,0.01,-0.00,5.00
48397,3.14,0.00,-0.00,5.00
48438,3.14,0.00,-0.00,5.00
48478,3.14,0.01,-0.00,5.00
48518,3.14,0.00,-0.00,5.00
48559,3.14,0.00,0.00,5.00
48599,3.14,0.00,0.00,5.00
48639,3.14,-0.00,0.00,5.00
48680,3.14,0.00,0.00,5.00
48720,3.14,0.01,0.00,5.00
48761,3.14,0.01,0.00,5.00
48801,3.14,0.01,-0.00,5.00
48841,3.14,0.01,0.00,5.00
48882,3.14,0.01,0.00,5.00
48921,3.14,0.01,0.00,5.00
48962,3.14,-0.00,0.00,4.99
49005,-3.14,-0.00,0.00,5.00
49047,-3.14,-0.00,0.00,5.00
49088,-3.14,0.00,0.00,5.00
49128,-3.14,-0.01,0.00,5.00
49169,-3.14,-0.02,-0.00,5.00
49209,-3.14,-0.01,0.00,5.00
49249,-3.14,-0.01,0.00,5.00
49290,-3.14,-0.00,0.00,5.00
49330,-3.13,-0.01,0.00,5.00
49371,-3.14,0.00,0.00,5.00
49411,-3.14,0.00,-0.00,5.00
49452,-3.13,0.00,0.00,3.87
49493,-3.13,0.01,0.00,3.38
49533,-3.12,-0.00,-0.00,3.57
49574,-3.13,-0.00,0.00,3.59
49616,-3.13,0.00,0.00,3.60
49657,-3.13,-0.00,0.00,3.59
49698,-3.13,-0.00,0.00,3.60
49741,-3.13,0.00,0.00,3.60
49782,-3.12,-0.00,-0.00,3.69
49823,-3.13,-0.00,0.00,3.38
49863,-3.13,-0.00,0.00,3.59
49903,-3.12,-0.00,0.00,3.59
49946,-3.11,-0.00,0.00,3.59
49986,3.12,-0.00,-0.00,3.59
50027,-3.11,-0.00,0.00,5.00
50068,-3.09,-0.00,0.00,5.00
50109,3.08,-0.01,-0.00,5.00
50149,3.13,0.00,0.00,5.00
50190,-3.14,-0.00,0.00,5.00
50231,3.12,-0.00,-0.00,5.00
50272,3.12,-0.00,-0.00,5.00
50313,-3.14,0.00,0.00,5.00
50355,3.12,-0.01,-0.00,5.00
50396,3.11,0.00,-0.00,5.00
50437,3.12,0.01,-0.00,5.00
50481,3.12,0.00,-0.00,5.00
50522,3.13,0.00,-0.01,5.00
50563,3.13,0.01,-0.01,5.00
50605,3.13,0.01,-0.01,5.00
50646,3.14,0.01,-0.01,5.00
50687,3.14,0.01,-0.01,5.00
50728,3.14,0.02,-0.01,4.76
50769,3.14,0.01,-0.00,4.30
50810,3.14,0.00,-0.00,5.00
50851,3.14,-0.00,-0.00,4.92
50892,3.14,0.00,-0.00,4.99
50935,3.14,0.00,-0.00,5.00
50976,3.14,0.01,-0.00,5.00
51017,3.14,0.01,-0.00,5.00
51058,3.14,0.01,-0.00,5.00
51098,3.14,0.00,-0.00,4.95
51140,-3.14,0.00,0.00,5.00
51181,3.14,-0.00,0.00,5.00
51228,3.14,0.01,-0.00,5.00
51268,-3.14,-0.01,0.01,5.00
51309,-3.14,-0.01,0.01,5.00
51350,3.14,0.01,-0.00,5.00
51391,3.14,0.01,-0.00,5.00
51434,-3.14,-0.02,0.00,5.00
51476,3.14,0.00,-0.00,5.00
51517,3.14,0.02,-0.00,5.00
51558,-3.14,0.00,0.00,5.00
51599,-3.14,-0.02,0.00,5.00
51641,3.14,0.02,-0.01,5.00
51684,-3.14,-0.01,0.00,5.00
51725,-3.14,-0.02,0.01,5.00
51766,3.14,0.00,-0.01,5.00
51808,3.14,0.02,-0.00,5.00
51849,0.53,0.14,-1.20,5.00
51890,0.42,0.98,-0.86,5.00
51935,-0.98,-2.57,-3.02,5.00
51980,0.79,1.18,-0.17,5.00
LAUNCHED,YPR1,YPR2,YPR3,VOLTAGE
0,-0.33,0.16,0.22,4.15
6,-0.33,0.17,0.24,3.84
10,-0.32,0.16,0.25,3.62
15,-0.31,0.13,0.25,3.59
25,-0.29,0.10,0.24,3.44
35,-0.28,0.05,0.22,3.61
45,-0.27,0.02,0.20,3.60
55,-0.26,-0.02,0.17,3.61
65,-0.26,-0.06,0.14,3.61
76,-0.25,-0.07,0.11,5.00
85,-0.24,-0.07,0.09,5.00
95,-0.24,-0.06,0.08,5.00
105,-0.24,-0.05,0.07,5.00
114,-0.24,-0.04,0.07,5.00
125,-0.25,-0.04,0.06,5.00
135,-0.25,-0.02,0.07,5.00
145,-0.26,-0.01,0.07,5.00
159,-0.26,-0.00,0.06,5.00
165,-0.26,-0.00,0.06,5.00
175,-0.26,-0.00,0.05,4.90
185,-0.26,0.00,0.04,5.00
195,-0.26,0.01,0.04,5.00
205,-0.26,0.02,0.03,5.00
215,-0.25,0.03,0.02,5.00
225,-0.25,0.04,0.02,4.15
235,-0.25,0.05,0.01,4.29
245,-0.25,0.06,0.01,5.00
255,-0.26,0.06,-0.00,5.00
265,-0.26,0.06,-0.01,5.00
275,-0.27,0.06,-0.01,4.74
284,-0.27,0.05,-0.02,5.00
295,-0.26,0.04,-0.03,4.21
305,-0.26,0.04,-0.03,3.81
315,-0.25,0.04,-0.03,5.00
324,-0.24,0.04,-0.03,4.22
335,-0.24,0.05,-0.03,4.06
345,-0.24,0.05,-0.03,4.39
358,-0.23,0.06,-0.04,5.00
364,-0.23,0.06,-0.04,5.00
375,-0.24,0.07,-0.04,5.00
385,-0.24,0.07,-0.04,5.00
395,-0.25,0.07,-0.04,4.44
404,-0.26,0.07,-0.05,3.80
415,-0.26,0.07,-0.05,3.78
425,-0.27,0.07,-0.05,4.28
435,-0.27,0.08,-0.05,4.35
444,-0.27,0.08,-0.05,4.87
454,-0.26,0.09,-0.05,4.60
465,-0.26,0.10,-0.05,4.42
475,-0.26,0.11,-0.05,4.41
484,-0.26,0.11,-0.05,4.49
524,-0.26,0.13,-0.05,4.25
563,-0.30,0.13,-0.04,5.00
605,-0.31,0.12,-0.04,4.38
646,-0.33,0.13,-0.04,3.79
687,-0.33,0.13,-0.03,4.61
732,-0.34,0.11,-0.03,4.62
775,-0.37,0.10,-0.03,4.01
816,-0.40,0.09,-0.03,4.33
857,-0.42,0.08,-0.03,4.09
898,-0.45,0.05,-0.04,4.49
940,-0.49,-0.04,-0.05,3.95
983,-0.55,-0.14,-0.08,5.00
1024,-0.58,-0.21,-0.09,5.00
1065,-0.61,-0.23,-0.08,5.00
1107,-0.64,-0.24,-0.08,4.64
1148,-0.63,-0.22,-0.07,4.47
1190,-0.63,-0.22,-0.07,3.68
1233,-0.63,-0.22,-0.07,3.76
1274,-0.60,-0.21,-0.08,3.64
1316,-0.56,-0.18,-0.10,4.04
1357,-0.49,-0.13,-0.11,5.00
1398,-0.41,-0.09,-0.12,5.00
1440,-0.34,-0.03,-0.12,4.53
1486,-0.29,0.02,-0.10,5.00
1528,-0.24,0.06,-0.08,5.00
1569,-0.19,0.09,-0.06,5.00
1612,-0.19,0.10,-0.05,4.25
1654,-0.20,0.11,-0.04,4.39
1695,-0.21,0.11,-0.03,4.42
1737,-0.22,0.11,-0.03,4.07
1777,-0.22,0.11,-0.03,4.36
1819,-0.22,0.11,-0.03,4.08
1862,-0.23,0.11,-0.03,3.89
1904,-0.24,0.11,-0.03,4.48
1945,-0.24,0.11,-0.03,3.86
1987,-0.24,0.10,-0.03,3.78
2028,-0.24,0.10,-0.03,3.65
2072,-0.25,0.10,-0.03,3.58
2113,-0.25,0.10,-0.03,3.79
2155,-0.25,0.10,-0.03,3.77
2197,-0.26,0.10,-0.03,3.72
2242,-0.26,0.10,-0.03,3.60
2285,-0.26,0.10,-0.03,3.59
2327,-0.27,0.10,-0.03,3.98
2368,-0.27,0.10,-0.03,3.62
2412,-0.29,0.09,-0.03,3.59
2453,-0.32,0.09,-0.03,3.68
2495,-0.36,0.07,-0.03,4.21
2537,-0.44,0.06,-0.04,4.27
2580,-0.49,0.05,-0.05,4.25
2622,-0.55,0.04,-0.05,4.15
2664,-0.62,0.03,-0.04,5.00
2705,-0.70,0.01,-0.03,4.47
2747,-0.82,-0.02,-0.01,5.00
2791,-0.91,-0.04,0.02,4.99
2832,-1.00,-0.06,0.05,4.74
2874,-1.08,-0.08,0.08,4.90
2916,-1.11,-0.09,0.09,5.00
2958,-1.15,-0.11,0.11,4.07
3004,-1.15,-0.11,0.11,4.48
3046,-1.14,-0.11,0.11,4.14
3090,-1.13,-0.10,0.10,4.20
3132,-1.06,-0.10,0.07,3.84
3173,-0.91,-0.09,0.03,5.00
3215,-0.74,-0.07,-0.01,5.00
3257,-0.42,-0.02,-0.08,5.00
3301,-0.12,0.06,-0.12,5.00
3342,0.13,0.16,-0.12,5.00
3382,0.26,0.24,-0.11,5.00
3421,0.31,0.29,-0.11,5.00
3461,0.33,0.29,-0.14,5.00
3502,0.34,0.31,-0.15,4.97
3545,0.33,0.32,-0.16,5.00
3587,0.33,0.33,-0.16,5.00
3626,0.34,0.33,-0.16,5.00
3666,0.34,0.34,-0.16,5.00
3705,0.33,0.34,-0.16,4.96
3743,0.32,0.34,-0.18,4.31
3785,0.33,0.35,-0.20,4.85
3824,0.28,0.34,-0.25,5.00
3863,0.14,0.28,-0.33,5.00
3903,-0.02,0.18,-0.42,5.00
3942,-0.19,0.05,-0.47,5.00
3982,-0.34,-0.08,-0.50,5.00
4022,-0.44,-0.17,-0.52,5.00
4061,-0.49,-0.19,-0.51,5.00
